Country Name,Country Code,Series Name,Series Code,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
China,CHN,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,49.44599915,48.34400177,47.16199875,46.46099854,45.25099945,43.79000092,42.625,41.27999878,39.24700165,37.95999908,35.82500076,33.50400162,31.24399948,29.54599953,27.84499931,26.23399925,24.50699997,23.16900063,21.9279995,20.72999954,19.54800034
China,CHN,Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS,29.00300026,29.08699989,28.77899933,27.99600029,27.82999992,28.12100029,28.05200005,28.03800011,29.38999939,29.36800003,29.61800003,29.94599915,29.95400047,30.06900024,30.09900093,30.15399933,29.96500015,29.48399925,28.83399963,28.06399918,27.10199928
China,CHN,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,17.95101808,17.92329555,19.49316446,18.34232158,18.16269616,20.89344482,20.31214574,22.64474567,26.98075653,31.06133758,33.82985757,36.03502555,35.38817873,32.51957332,24.45665122,26.26741407,26.49432272,25.40819583,24.50498149,23.49505827,21.34807161
China,CHN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,10.94922737,9.928372463,9.230769231,7.837613919,7.667486171,8.491508492,8.33991055,9.130645945,10.03560303,10.11122346,11.39577594,12.71947902,14.23138804,9.654289373,9.399813171,10.63614046,9.536443008,7.85626211,7.757635146,7.297665959,6.900204817
China,CHN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,16.78945197,8.312847152,2.787113448,-0.849543449,-1.358514164,0.256518286,0.719808092,-0.766719454,1.164517601,3.888815681,1.813995156,1.46607832,4.767210585,5.843024243,-0.700630985,3.325774987,5.410918114,2.643051771,2.62808601,2.000344887,1.437024514
China,CHN,"Labor force, total",SL.TLF.TOTL.IN,688175365,700455725,709659006,717198752,725253179,734849258,740669268,747357876,754391730,760824124,766360863,770370795,774185350,777399187,779404706,779956733,782565087,784480961,785747229,786573327,787073203
China,CHN,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,..,..,..,..,90.92021179,..,..,..,..,..,..,..,..,..,95.1244812,..,..,..,..,..
China,CHN,"Population, total",SP.POP.TOTL,1204855000,1217550000,1230075000,1241935000,1252735000,1262645000,1271850000,1280400000,1288400000,1296075000,1303720000,1311020000,1317885000,1324655000,1331260000,1337705000,1344130000,1350695000,1357380000,1364270000,1371220000
China,CHN,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..,8.569243858,9.057253983,9.76634573,10.092861,10.2927961,10.1895231,10.28412258,10.22284045,9.869762685,9.672442542,9.374282116
China,CHN,"Total employment, total (ages 15+)",SL.EMP.TOTL,656858084,668305288,677013023,683272502,691165877,701559912,707117394,714397410,721949275,728106970,734632438,739560589,745081499,743504289,745981905,747197047,748604971,749420852,750070551,750444761,750830290
Croatia,HRV,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Croatia,HRV,Age dependency ratio (% of working-age population),SP.POP.DPND,47.33633328,47.56168597,47.92995135,48.36981101,48.75331747,49.00376852,49.47104419,49.59871156,49.49766763,49.3373179,49.20553612,48.94120915,48.89005393,48.99356888,49.12946492,49.25974578,49.66126578,49.88557219,50.04883291,50.34486037,50.85491909
Croatia,HRV,"Automated teller machines (ATMs) (per 100,000 adults)",FB.ATM.TOTL.P5,..,..,..,..,..,..,..,..,..,..,61.63119579,70.34890869,79.8025572,89.16214706,96.23750888,101.5644493,109.8554755,113.0014627,114.1183302,117.075905,123.3976516
Croatia,HRV,"Contributing family workers, total (% of total employment) (modeled ILO estimate)",SL.FAM.WORK.ZS,8.873000145,7.710000038,7.318999767,6.020999908,5.499000072,4.824999809,4.739999771,4.72300005,4.054999828,3.197000027,2.413000107,2.236000061,2.309999943,2.183000088,2.378999949,2.631000042,2.798000097,2.358999968,1.621000051,1.498000026,1.940000057
Croatia,HRV,"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,5.421000004,5.186999798,4.96999979,5.363999844,5.18599987,5.177000046,5.087999821,5.535999775,5.012000084,4.900000095,5.03399992,5.083000183,5.343999863,5.313000202,4.914999962,4.731999874,4.55700016,4.517000198,4.392000198,5.225999832,5.205999851
Croatia,HRV,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,20.61300087,19.88999939,17.77099991,16.7159996,16.58200073,14.52400017,15.57900047,15.55099964,16.86499977,16.96500015,17.29999924,14.24699974,12.35400009,12.81700039,13.32400036,14.25399971,14.5880003,12.25300026,10.78600025,9.519000053,9.227999687
Croatia,HRV,Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS,30.05800056,29.14500046,29.53899956,29.79700089,30.6420002,28.875,30.03899956,29.82299995,30.25200081,29.63999939,28.62800026,29.34799957,30.64299965,30.85400009,29.00900078,27.45199966,27.95100021,27.91200066,27.625,26.97999954,26.71199989
Croatia,HRV,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,27.61176361,30.72975387,31.31887634,29.48575914,30.45728132,36.50504249,38.66242332,37.67148127,38.89011207,39.45435552,39.2956325,39.66324453,39.00046058,38.47724708,34.52328239,37.63390727,40.31593182,41.51545214,42.79562796,45.31144325,48.22707217
Croatia,HRV,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,..,5.873698253,6.645474107,1.861880909,-0.935499992,3.756522687,3.434404358,5.246474526,5.557907054,4.082810672,4.163701796,4.785260833,5.150004954,2.053365523,-7.383783013,-1.420441324,-0.32596709,-2.244694661,-0.648034654,-0.096176262,2.347349627
Croatia,HRV,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,3.95010395,4.3,4.170661553,6.396686608,4.019138756,4.611315547,3.776702467,1.671784374,1.767337808,2.055396791,3.317178244,3.189825915,2.899282756,6.076968388,2.378528459,1.030555053,2.272727273,3.412073491,2.216582064,-0.21519616,-0.464499005
Croatia,HRV,"Labor force, total",SL.TLF.TOTL.IN,2114074,2026655,2052220,2010606,2025874,1963084,1960885,1932679,1944364,1995734,1995069,1979110,1993075,1997206,1993136,1967855,1877365,1857668,1837999,1890446,1893618
Croatia,HRV,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,..,..,..,..,..,98.14668274,..,..,..,..,..,..,..,..,..,99.12535858,..,..,..,..
Croatia,HRV,"Population, total",SP.POP.TOTL,4669000,4494000,4572000,4501000,4554000,4426000,4440000,4440000,4440000,4439000,4442000,4440000,4436000,4434508,4429078,4417781,4280622,4267558,4255689,4238389,4203604
Croatia,HRV,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,22.78130074,22.65221159,21.80455157,24.99658837,23.03830761,22.15867684,20.84307151,21.34956544,20.61780421,19.8640595,19.78193204,19.85789898,19.92957091,20.0103542,19.24031472,19.10865463,18.4270612,19.54941389,19.02531469,19.12356354,..
Croatia,HRV,"Total employment, total (ages 15+)",SL.EMP.TOTL,1882934,1824994,1848819,1781593,1751166,1647796,1650685,1641803,1673684,1723107,1743674,1758855,1795553,1826849,1809751,1739202,1620532,1561745,1520929,1563580,1587252
Denmark,DNK,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Denmark,DNK,Age dependency ratio (% of working-age population),SP.POP.DPND,48.38101006,48.72989363,49.06517502,49.39665004,49.70752206,49.97727709,50.24059374,50.50526005,50.75846647,50.99870501,51.24166514,51.56843319,51.89145457,52.22576966,52.57779662,52.94594921,53.47513862,53.98390811,54.587037,55.28731789,55.98335953
Denmark,DNK,"Automated teller machines (ATMs) (per 100,000 adults)",FB.ATM.TOTL.P5,..,..,..,..,..,..,..,..,..,67.02341786,68.13512313,69.89020282,70.39232226,68.7299958,65.177441,63.13861696,61.04723582,58.70849784,56.1323853,53.9914668,51.81747448
Denmark,DNK,"Contributing family workers, total (% of total employment) (modeled ILO estimate)",SL.FAM.WORK.ZS,1.177999973,0.987999976,1.126999974,1.261999965,1.021999955,0.947000027,0.865999997,0.834999979,0.73299998,0.865999997,0.802999973,0.699000001,0.597000003,0.416000009,0.398999989,0.298000008,0.26699999,0.266000003,0.184,0.216999993,0.310000002
Denmark,DNK,"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,4.281000137,3.930999994,3.881999969,4.264999866,4.177000046,4.222000122,4.06099987,4.170000076,4.059000015,3.470999956,3.713999987,4.010000229,3.85800004,3.861000061,3.950000048,3.632999897,3.648000002,3.548000097,3.461999893,3.506999969,3.545000076
Denmark,DNK,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,4.394000053,3.877000093,3.736999989,3.707000017,3.322000027,3.667999983,3.548000097,3.213000059,3.295000076,3.272000074,3.183000088,3.088000059,2.963999987,2.546999931,2.584000111,2.421000004,2.401000023,2.594000101,2.539999962,2.48300004,2.496999979
Denmark,DNK,Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS,27.07699966,26.3939991,26.23800087,26.45199966,26.92499924,25.33799934,25.39100075,23.48600006,23.14599991,23.69199944,23.8920002,23.33099937,23.50699997,23.09600067,20.29299927,19.6079998,19.88800049,19.70899963,19.46699905,19.25699997,19.29000092
Denmark,DNK,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,36.61198495,37.06738087,37.76285217,37.18654826,39.34842826,44.84728452,45.55451373,45.70447808,43.83842433,43.92845689,47.45211805,50.73002984,51.48256458,54.17581198,47.12605167,50.52293688,53.82011789,54.63049643,54.82881332,54.61311905,55.67557328
Denmark,DNK,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.027634073,2.900068335,3.260879794,2.218161888,2.948007099,3.746900212,0.8231493,0.466344928,0.390073865,2.668193459,2.336664491,3.912980152,0.909252996,-0.512025222,-4.906525558,1.870992639,1.336774667,0.226468476,0.933349282,1.619374971,1.606608994
Denmark,DNK,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2.098435712,2.111360239,2.1957914,1.853178156,2.478685066,2.924779141,2.35,2.426314932,2.090620032,1.16016507,1.808805419,1.890073335,1.714031313,3.399474759,1.326372231,2.297730121,2.758682261,2.397914857,0.78907178,0.56402054,0.452034154
Denmark,DNK,"Labor force, total",SL.TLF.TOTL.IN,2825968,2836607,2857119,2845775,2878797,2863199,2854562,2890599,2870437,2898633,2900837,2931220,2930831,2962829,2952579,2929869,2928221,2911871,2894562,2907004,2931381
Denmark,DNK,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Denmark,DNK,"Population, total",SP.POP.TOTL,5233373,5263074,5284991,5304219,5321799,5339616,5358783,5375931,5390574,5404523,5419432,5437272,5461438,5493621,5523095,5547683,5570572,5591572,5614932,5643475,5683483
Denmark,DNK,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,31.66081836,31.87981147,31.7470372,32.0466143,31.92656427,31.59410722,30.16720062,30.11719024,30.14078292,31.2922103,33.07177122,31.86029508,35.09300714,33.42153908,33.18382968,32.73722946,32.75348241,33.4464027,33.81975325,36.5002915,33.94594664
Denmark,DNK,"Total employment, total (ages 15+)",SL.EMP.TOTL,2628431,2642595,2702835,2702362,2730823,2734948,2735809,2767144,2715432,2747890,2760686,2816902,2819473,2861229,2775125,2711333,2706580,2692611,2691928,2715454,2750509
"Egypt, Arab Rep.",EGY,Access to electricity (% of population),EG.ELC.ACCS.ZS,95.5,96.0658493,96.38163757,96.67906952,96.95509338,97.7,97.44282532,97.66513062,98.8,98.10134888,99.4,99.04,98.81959534,99.8,99.3794632,99.64969635,99.8531723,99.7,99.9950943,99.8,100
"Egypt, Arab Rep.",EGY,Age dependency ratio (% of working-age population),SP.POP.DPND,79.61181205,77.8595565,76.24149446,74.6169137,72.81545037,70.82363318,68.97497554,67.06747913,65.18577643,63.43809897,61.87988657,60.85664368,59.81755535,58.92801118,58.41423218,58.38142047,58.51882485,59.29512535,60.38642321,61.30845559,61.81251913
"Egypt, Arab Rep.",EGY,"Automated teller machines (ATMs) (per 100,000 adults)",FB.ATM.TOTL.P5,..,..,..,..,..,..,..,..,..,2.585250595,3.26342593,4.335492018,5.300487846,6.321873337,7.50711488,8.440319622,9.013179418,10.09518689,10.73322075,11.8493317,13.44592162
"Egypt, Arab Rep.",EGY,"Contributing family workers, total (% of total employment) (modeled ILO estimate)",SL.FAM.WORK.ZS,13.22099972,13.14000034,12.85499954,12.13500023,11.3920002,11.48600006,9.364999771,10.34000015,11.89999962,13.48700047,12.68999958,13.04399967,13.97700024,14.33699989,13.16600037,11.15100002,10.87300014,9.687000275,11.28999996,11.53800011,12.36100006
"Egypt, Arab Rep.",EGY,"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,16.93000031,15.08899975,14.81000042,16.03300095,15.96700001,17.16200066,17.79100037,17.58600044,18.13800049,17.63500023,14.88000011,13.43799973,14.1789999,14.92800045,15.16699982,14.89400005,15.75300026,15.75500011,12.63300037,13.85599995,12.06400013
"Egypt, Arab Rep.",EGY,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,33.99300003,31.29899979,31.375,29.8029995,28.70000076,29.63299942,28.54500008,27.52099991,29.86800003,31.83499908,30.93899918,31.2329998,31.75699997,31.69199944,29.95800018,29.06200027,29.23900032,27.07099915,27.95899963,27.54800034,25.81500053
"Egypt, Arab Rep.",EGY,Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS,21.88999939,23.61899948,22.31399918,22.25699997,22.58099937,21.29700089,21.2670002,20.56599998,19.75300026,19.95700073,21.51199913,22.09799957,22.16500092,22.90600014,23.75600052,24.01799965,23.5720005,24.86000061,24.11000061,24.40699959,25.08300018
"Egypt, Arab Rep.",EGY,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,22.54901961,20.74978204,18.8416698,16.21433542,15.0520156,16.20111732,17.47978812,18.31617841,21.79640719,28.22996085,30.34354689,29.94981383,30.24973147,33.04299274,24.95682211,21.34924581,20.56742761,16.39696662,17.01784562,14.24413146,13.18384549
"Egypt, Arab Rep.",EGY,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,4.642466699,4.98873054,5.491123819,4.036373365,6.105463321,5.367997672,3.53525197,2.370460092,3.19228475,4.0899404,4.478960164,6.853907786,7.090271001,7.157616776,4.673844855,5.14510637,1.779594033,2.215608782,2.185466054,2.91591188,4.372019078
"Egypt, Arab Rep.",EGY,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,15.7422305,7.187103697,4.625605788,3.872575464,3.079499126,2.683805353,2.269757205,2.73723855,4.507776363,11.27061933,4.869396969,7.644526445,9.318969058,18.31683168,11.76349544,11.26518827,10.0539169,7.11815562,9.42157654,10.14580055,10.35748965
"Egypt, Arab Rep.",EGY,"Labor force, total",SL.TLF.TOTL.IN,17872794,18195535,18488736,18773905,19957106,20449217,20823211,21206688,22074281,22954071,23825225,24616731,25778898,26560782,27333918,28162941,28501607,29133980,29844308,29973127,30077388
"Egypt, Arab Rep.",EGY,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,55.5870018,..,..,..,..,..,..,..,..,71.40885925,66.36991119,..,..,..,72.04785156,..,73.86559296,75.06072998,..,..
"Egypt, Arab Rep.",EGY,"Population, total",SP.POP.TOTL,63714386,64933456,66151117,67378056,68626664,69905988,71226940,72590118,73981942,75381899,76778149,78159048,79537253,80953881,82465022,84107606,85897561,87813257,89807433,91812566,93778172
"Egypt, Arab Rep.",EGY,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,17.62303922,17.46294682,15.96464836,..,..,..,..,13.4077593,13.34994012,13.83597775,14.0686351,15.82951271,15.34985231,15.32052485,15.66136058,14.13007625,14.0086354,12.38490476,13.49806493,12.22014085,12.5192111
"Egypt, Arab Rep.",EGY,"Total employment, total (ages 15+)",SL.EMP.TOTL,15853351,16557823,16941117,17266214,18370460,18613019,18895076,19083903,19643592,20590059,21157055,22034844,23510594,24297690,24849220,24826068,25123908,25462743,25920034,26046764,26152806
France,FRA,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
France,FRA,Age dependency ratio (% of working-age population),SP.POP.DPND,52.80289018,52.98159616,53.14060324,53.25887838,53.32521772,53.34456941,53.46722776,53.52517542,53.5439852,53.54582482,53.54642789,53.59764124,53.61124562,53.67381457,53.90679724,54.3849414,55.10557805,56.05049845,57.14363641,58.24237341,59.24474362
France,FRA,"Automated teller machines (ATMs) (per 100,000 adults)",FB.ATM.TOTL.P5,..,..,..,..,..,..,..,..,..,85.49288477,92.78982537,92.10149853,99.86473587,101.5284787,104.0445296,106.0065875,109.1123366,109.2505577,108.8101404,108.0457644,106.9927475
France,FRA,"Contributing family workers, total (% of total employment) (modeled ILO estimate)",SL.FAM.WORK.ZS,2.025000095,1.858999968,1.728999972,1.534999967,1.501000047,1.25999999,1.103999972,1.11500001,1.220000029,1.139000058,0.966000021,0.930000007,0.66900003,0.61500001,0.620999992,0.555999994,0.522000015,0.476000011,0.442999989,0.439999998,0.386999995
France,FRA,"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,4.744999886,4.710999966,4.717999935,4.758999825,4.627999783,4.370999813,4.234000206,4.112999916,4.397999763,4.409999847,4.401000023,4.521999836,4.461999893,4.671999931,4.532999992,4.510000229,4.493999958,4.388999939,4.349999905,4.295000076,4.327000141
France,FRA,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,4.889999866,4.822999954,4.637000084,4.410999775,4.243000031,4.143000126,4.070000172,4.131000042,4.254000187,3.874000072,3.637000084,3.73300004,3.453999996,2.737999916,2.930999994,2.907999992,2.90899992,2.91899991,3.075000048,2.845999956,2.744999886
France,FRA,Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS,26.94000053,26.50699997,26.55800056,26.32500076,26.29500008,26.27400017,26.0340004,25.39699936,24.13699913,24.24799919,23.77700043,23.8029995,23.3239994,23.25099945,22.66900063,22.25399971,22.17200089,21.76000023,21.30500031,20.57299995,20.37599945
France,FRA,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,22.62292606,23.05556487,25.52319542,26.12649198,26.07653539,28.59497425,28.2658952,27.53105026,26.11196897,26.46883632,27.03305104,27.93505509,27.85325751,28.11938486,24.83554721,26.78829984,28.42133748,29.20302719,29.36473787,29.6666845,30.59262238
France,FRA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2.085084531,1.38800403,2.337333406,3.556201255,3.407099148,3.875162259,1.954449424,1.118456891,0.819531669,2.786424111,1.607713814,2.3749469,2.361498874,0.195294767,-2.941341058,1.965657376,2.079229174,0.182693034,0.576241546,0.947586472,1.067461647
France,FRA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1.778115502,2.004778228,1.221995927,0.595238095,0.533377781,1.699411423,1.630257581,1.916907283,2.109073739,2.134874759,1.735587081,1.68372645,1.488073528,2.813915043,0.088084169,1.529639382,2.117486809,1.9556855,0.86360693,0.507700673,0.037803733
France,FRA,"Labor force, total",SL.TLF.TOTL.IN,26474105,26800553,26770280,26947641,27263121,27479615,27558926,27903772,28468122,28660874,28944175,29089933,29328351,29530640,29765570,29861054,29856868,30091903,30231689,30213192,30251104
France,FRA,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
France,FRA,"Population, total",SP.POP.TOTL,59541899,59753100,59964851,60186288,60496718,60912500,61357430,61805267,62244886,62704895,63179351,63621381,64016227,64374989,64707044,65027507,65342775,65659789,65998660,66316092,66593366
France,FRA,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,19.40911438,20.32411644,21.03812181,22.98187139,23.5791032,23.3531383,23.34728904,22.54241483,22.09023798,22.14576246,22.29321509,22.56963852,22.14653645,22.03425049,20.70839931,21.95195784,21.8327229,22.55348036,23.23330605,23.17960335,23.18170405
France,FRA,"Total employment, total (ages 15+)",SL.EMP.TOTL,23339418,23485558,23405095,23694903,23996942,24671051,25185987,25476132,26102245,26107354,26486588,26632198,27081565,27445995,27164131,27212491,27226452,27263437,27232333,27101306,27117569
Germany,DEU,Access to electricity (% of population),EG.ELC.ACCS.ZS,..,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Germany,DEU,Age dependency ratio (% of working-age population),SP.POP.DPND,46.50075897,46.65953853,46.80598866,46.9544279,47.13930144,47.39564684,47.9019324,48.41151621,48.92463645,49.42144192,49.86645038,50.3355421,50.76808244,51.15899842,51.48663296,51.75657969,51.83475722,51.81600666,51.79151702,51.85823322,52.05962593
Germany,DEU,"Automated teller machines (ATMs) (per 100,000 adults)",FB.ATM.TOTL.P5,..,..,..,..,..,..,..,..,..,..,..,..,107.0526881,109.8653438,112.3109975,116.6821274,121.05749,118.5340025,118.2886642,123.3898267,122.1665271
Germany,DEU,"Contributing family workers, total (% of total employment) (modeled ILO estimate)",SL.FAM.WORK.ZS,1.368000031,1.014999986,0.977999985,1.014999986,0.84799999,0.808000028,1.192999959,1.10800004,0.996999979,1.139999986,1.159000039,1.032999992,1.047999978,0.913999975,0.643000007,0.578000009,0.601000011,0.547999978,0.486000001,0.451000005,0.407000005
Germany,DEU,"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,5.137000084,5.066999912,5.090000153,5.105000019,5.125,5.046000004,5.034999847,4.975999832,5.013000011,5.18200016,4.933000088,4.895999908,4.855000019,4.782999992,4.848999977,4.885000229,4.797999859,4.776000023,4.739999771,4.65199995,4.636000156
Germany,DEU,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,3.170000076,2.934999943,2.941999912,2.780999899,2.86500001,2.637000084,2.615999937,2.486999989,2.424999952,2.355000019,2.374000072,2.267999887,2.259000063,1.784999967,1.682000041,1.646999955,1.644999981,1.56099999,1.447000027,1.427999973,1.394000053
Germany,DEU,Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS,36.00400162,35.27000046,34.67399979,34.38899994,33.83300018,33.53099823,32.78099823,32.36700058,31.37800026,31.25399971,29.84000015,29.65200043,29.89599991,29.34300041,28.79599953,28.30900002,28.23600006,28.19300079,27.77799988,28.0510006,27.68899918
Germany,DEU,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,22.0064459,22.90860293,25.39197495,26.45337746,27.04123242,30.82953772,31.87067918,32.57403962,32.59148319,35.44842378,37.74045357,41.19034785,43.00991155,43.45987493,37.80220138,42.25037402,44.81817307,45.98253972,45.39787845,45.70430388,46.87483778
Germany,DEU,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1.737640631,0.817897617,1.84920067,1.979618407,1.987134949,2.962045368,1.695471452,0,-0.709906172,1.169970413,0.706713948,3.700159572,3.260535297,1.082315404,-5.618860435,4.079933305,3.660000155,0.491992829,0.489584482,1.92969041,1.743205394
Germany,DEU,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1.723671149,1.446061036,1.880192392,0.935622318,0.569776342,1.471334348,1.983856851,1.420806713,1.034223392,1.665736088,1.546910755,1.577429241,2.29834058,2.628383067,0.312737723,1.103808561,2.075172931,2.008491182,1.504722267,0.906797035,0.234429945
Germany,DEU,"Labor force, total",SL.TLF.TOTL.IN,39792491,39816401,40043322,40074824,40291717,40252663,40336149,40453688,40658170,40560978,41261012,41609632,41888572,41895668,41956660,42016700,41699644,41807485,42203758,42457453,42780921
Germany,DEU,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Germany,DEU,"Population, total",SP.POP.TOTL,81678051,81914831,82034771,82047195,82100243,82211508,82349925,82488495,82534176,82516260,82469422,82376451,82266372,82110097,81902307,81776930,80274983,80425823,80645605,80982500,81686611
Germany,DEU,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,11.45196116,10.87301175,10.69910375,10.81576431,11.479408,11.66384752,10.92510953,10.78197068,10.95640698,10.38910077,10.59881957,10.81462446,11.27234674,11.39089057,11.55803404,11.115788,11.44177839,11.57120794,11.55000991,11.48062896,11.36815994
Germany,DEU,"Total employment, total (ages 15+)",SL.EMP.TOTL,36545170,36304500,36095109,36151987,36721957,37064698,37202111,37023465,36681517,36208594,36652145,37344098,38261102,38745038,38709432,39087504,39272960,39558491,39996355,40342949,40804397
India,IND,Access to electricity (% of population),EG.ELC.ACCS.ZS,51.49610519,53.1124382,54.71347427,56.29615784,60.1,59.39574432,55.8,62.3,63.92449188,64.4,66.93244934,67.9,69.98802185,71.5473175,75,76.3,67.6,79.9,79.59911346,81.23950958,88
India,IND,Age dependency ratio (% of working-age population),SP.POP.DPND,68.60501986,67.91867906,67.11804601,66.22549038,65.27517708,64.29507074,63.56018745,62.7535314,61.90009546,61.02400651,60.13957376,59.42698798,58.69276373,57.93360579,57.1269046,56.2623447,55.51216393,54.6634111,53.77575351,52.93609713,52.19299717
India,IND,"Automated teller machines (ATMs) (per 100,000 adults)",FB.ATM.TOTL.P5,..,..,..,..,..,..,..,..,..,..,2.294134954,2.741204347,3.380119134,4.289596415,5.312340441,7.268430488,8.851846885,10.99209488,12.86647578,17.79601276,19.70138211
India,IND,"Contributing family workers, total (% of total employment) (modeled ILO estimate)",SL.FAM.WORK.ZS,20.55900002,19.71800041,19.52799988,19.11100006,18.57299995,18.33300018,23.15500069,23.20400047,22.62199974,21.99300003,21.13699913,19.93799973,18.6779995,18.12700081,17.27300072,16.07500076,15.91899967,15.40999985,14.89099979,14.39099979,13.81400013
India,IND,"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,0.991999984,1.037999988,1.004999995,0.99000001,0.953999996,0.97299999,0.774999976,0.763999999,0.787999988,0.869000018,0.92900002,1.02699995,1.126999974,1.113999963,1.133000016,1.208999991,1.519000053,1.511999965,1.524999976,1.514999986,1.521000028
India,IND,Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,61.2480011,61.43899918,61.2840004,61.26699829,60.43299866,59.64500046,60.26200104,59.15599823,58.60800171,56.96099854,55.9980011,54.69100189,53.6780014,53.1590004,52.37799835,51.51499939,48.8030014,47.00400162,46.65999985,45.52399826,44.36199951
India,IND,Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS,16.14699936,15.89799976,15.8739996,15.56099987,15.78499985,16.31999969,15.91100025,16.59300041,16.96999931,18.32099915,18.80400085,19.79599953,20.62000084,20.7159996,21.32699966,21.80900002,23.45100021,24.35499954,23.79400063,23.93600082,23.89599991
India,IND,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,10.95789083,10.49427209,10.80303011,11.13422522,11.57237585,13.13378056,12.69031341,14.41424036,15.10495122,18.04674645,19.82436588,21.66419921,21.00759325,24.26743306,20.61556009,22.5904459,24.54041132,24.53443066,25.4308613,22.96796301,19.82442628
India,IND,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,7.57449184,7.549522249,4.049820849,6.184415821,8.845755561,3.840991157,4.823966264,3.803975321,7.860381475,7.922943418,9.284824616,9.263964759,9.801360337,3.890957062,8.479783897,10.25996306,6.6383638,5.456387552,6.386106401,7.410227605,8.154425028
